id,title,release_date,vote_average,vote_count,popularity,collection_type,budget,revenue,runtime,genres,country,status
675353,수퍼 소닉 2,2022-03-30,7.4,5699,10.6745,Top_Revenue,110000000,405421518,125,"액션, 모험, 가족, 코미디","JP, US",Released
399579,알리타: 배틀 엔젤,2019-01-31,7.2,9687,6.8663,Top_Revenue,170000000,405000000,122,"액션, SF, 모험",US,Released
573435,나쁜 녀석들: 라이드 오어 다이,2024-06-05,7.347,3127,13.938,Top_Revenue,100000000,404547819,115,"액션, 코미디, 범죄, 스릴러, 모험",US,Released
1735,미이라 3: 황제의 무덤,2008-07-01,5.51,4656,8.2021,Top_Revenue,145000000,403449830,112,"모험, 액션, 판타지","CN, DE, US, CA, GB, HK",Released
70981,프로메테우스,2012-05-30,6.589,12869,7.419,Top_Revenue,130000000,403354469,123,"SF, 모험, 미스터리","US, GB",Released
524434,이터널스,2021-11-03,6.8,8841,7.1535,Top_Revenue,200000000,402064899,156,"SF, 액션, 모험",US,Released
956,미션 임파서블 3,2006-04-25,6.754,7370,7.1227,Top_Revenue,150000000,398479497,124,"모험, 액션, 스릴러",US,Released
653346,혹성탈출: 새로운 시대,2024-05-08,7.057,3978,13.3399,Top_Revenue,160000000,397378150,145,"SF, 모험, 액션",US,Released
58595,스노우 화이트 앤 더 헌츠맨,2012-05-30,6.0,8076,5.1666,Top_Revenue,170000000,396600000,127,"모험, 판타지, 드라마",US,Released
458423,맘마미아! 2,2018-07-18,7.1,3502,5.3004,Top_Revenue,75000000,395607854,114,"코미디, 로맨스","GB, US",Released
8966,트와일라잇,2008-11-20,6.284,14082,12.9843,Top_Revenue,37000000,393616788,122,"판타지, 드라마, 로맨스","GB, US",Released
324857,스파이더맨: 뉴 유니버스,2018-12-06,8.4,16630,12.0519,Top_Revenue,90000000,393602435,117,"애니메이션, 액션, 모험, SF",US,Released
436270,블랙 아담,2022-10-19,6.8,6780,6.845,Top_Revenue,200000000,393452111,125,"액션, 모험, SF",US,Released
348350,한 솔로: 스타워즈 스토리,2018-05-15,6.6,9017,4.6635,Top_Revenue,250000000,392952373,135,"SF, 모험, 액션",US,Released
466272,원스 어폰 어 타임 인… 할리우드,2019-07-24,7.426,14317,10.4788,Top_Revenue,95000000,392105159,162,"코미디, 드라마, 스릴러","CN, GB, US",Released
1452,수퍼맨 리턴즈,2006-06-28,5.794,4421,4.3973,Top_Revenue,223000000,391081192,154,"SF, 액션, 모험",US,Released
967941,위키드: 포 굿,2025-11-19,6.773,360,179.3955,Top_Revenue,150000000,391000000,138,"판타지, 모험, 로맨스",US,Released
47933,인디펜던스 데이: 리써전스,2016-06-22,5.351,6288,6.3059,Top_Revenue,165000000,389681935,120,"액션, 모험, SF",US,Released
373571,고질라: 킹 오브 몬스터,2019-05-29,6.7,6484,9.3213,Top_Revenue,170000000,387300138,132,"SF, 액션","CN, JP, US",Released
13475,스타 트렉: 더 비기닝,2009-05-06,7.4,10224,5.3917,Top_Revenue,150000000,386839614,127,"SF, 액션, 모험",US,Released
9836,해피 피트,2006-11-16,6.216,5317,4.7435,Top_Revenue,100000000,384335608,108,"애니메이션, 코미디, 가족","AU, US",Released
615656,메가로돈 2,2023-08-02,6.405,3788,7.4192,Top_Revenue,129000000,384056482,116,"액션, SF, 공포","CN, US",Released
335977,인디아나 존스: 운명의 다이얼,2023-06-25,6.531,3876,9.638,Top_Revenue,294700000,383963057,155,"모험, 액션",US,Released
260514,카 3: 새로운 도전,2017-06-15,6.9,6200,11.7201,Top_Revenue,175000000,383925276,109,"애니메이션, 모험, 코미디, 가족",US,Released
1571,다이 하드 4.0,2007-06-20,6.635,6137,7.4786,Top_Revenue,110000000,383531464,128,"액션, 스릴러","GB, US",Released
425,아이스 에이지,2002-03-14,7.367,13915,17.8653,Top_Revenue,59000000,383257136,81,"애니메이션, 코미디, 가족, 모험",US,Released
986056,썬더볼츠*,2025-04-30,7.311,2937,20.8997,Top_Revenue,180000000,382436917,127,"액션, SF, 모험",US,Released
341174,50가지 그림자: 심연,2017-02-08,6.476,7833,5.5425,Top_Revenue,55000000,381545846,118,"드라마, 로맨스","JP, US",Released
15512,몬스터 vs 에이리언,2009-03-19,6.236,4833,7.7656,Top_Revenue,175000000,381509870,94,"애니메이션, 가족, 모험, SF",US,Released
497698,블랙 위도우,2021-07-07,7.187,10868,8.3743,Top_Revenue,200000000,379751131,134,"액션, 모험, SF",US,Released
76341,매드맥스: 분노의 도로,2015-05-13,7.628,23537,10.661,Top_Revenue,150000000,378858340,120,"액션, 모험, SF","AU, US",Released
12405,슬럼독 밀리어네어,2008-11-12,7.728,11011,4.8286,Top_Revenue,15000000,378400000,121,"드라마, 로맨스",GB,Released
495278,리모노프: 에디의 발라드,2024-09-05,6.4,72,4.6434,Top_Revenue,10500000,377523000,133,"역사, 드라마","FR, IT, ES",Released
82675,테이큰 2,2012-09-27,6.365,6927,9.6096,Top_Revenue,45000000,376100000,91,"액션, 범죄, 스릴러","FR, TR, US",Released
272,배트맨 비긴즈,2005-06-10,7.719,21998,13.1763,Top_Revenue,150000000,374218673,140,"드라마, 범죄, 액션","GB, US",Released
3981,왓 위민 원트,2000-12-15,6.445,4185,7.732,Top_Revenue,70000000,374100000,127,"코미디, 로맨스",US,Released
17578,틴틴: 유니콘호의 비밀,2011-10-24,6.915,5633,4.1116,Top_Revenue,130000000,373993951,107,"모험, 애니메이션, 미스터리","NZ, US",Released
270946,마다가스카의 펭귄,2014-11-22,6.529,4341,12.1799,Top_Revenue,132000000,373515621,92,"가족, 애니메이션, 모험, 코미디",US,Released
2080,엑스맨 탄생: 울버린,2009-04-28,6.28,10956,0.5954,Top_Revenue,150000000,373062864,107,"모험, 액션, SF",US,Released
718821,트위스터스,2024-07-10,6.796,2716,6.7121,Top_Revenue,155000000,372262265,123,"액션, 스릴러",US,Released
2268,황금나침반,2007-12-04,6.079,4714,5.6823,Top_Revenue,180000000,372200000,113,"모험, 판타지","GB, US",Released
337167,50가지 그림자: 해방,2018-01-17,6.682,8239,9.4886,Top_Revenue,55000000,371985018,105,"드라마, 로맨스",US,Released
72559,지.아이.조 2,2013-03-27,5.65,5647,7.9985,Top_Revenue,130000000,371900000,110,"액션, SF, 모험, 스릴러","CA, US",Released
8488,Mr. 히치: 당신을 위한 데이트 코치,2005-02-11,6.573,6046,7.5298,Top_Revenue,70000000,371600000,118,"코미디, 드라마, 로맨스",US,Released
534,터미네이터 4: 미래전쟁의 시작,2009-05-20,6.074,6804,8.7667,Top_Revenue,200000000,371353001,115,"액션, SF, 스릴러",US,Released
210577,나를 찾아줘,2014-10-01,7.889,19452,13.1401,Top_Revenue,61000000,370890259,149,"미스터리, 스릴러, 드라마",US,Released
1771,퍼스트 어벤져,2011-07-22,7.0,22271,5.2301,Top_Revenue,140000000,370569774,123,"액션, 모험, SF",US,Released
137113,엣지 오브 투모로우,2014-05-27,7.6,14587,8.1202,Top_Revenue,178000000,370541256,113,"액션, SF",US,Released
856289,봉신연의: 조가풍운,2023-07-15,7.1,451,7.0615,Top_Revenue,85000000,369081777,148,"액션, 판타지, 전쟁",CN,Released
228161,홈,2015-03-18,6.791,4131,6.4367,Top_Revenue,135000000,368871007,94,"판타지, 코미디, 애니메이션, SF, 가족",US,Released
331,쥬라기 공원 3,2001-07-18,6.17,7590,0.4624,Top_Revenue,93000000,368780809,90,"모험, 액션, 스릴러, SF",US,Released
8346,나의 그리스식 웨딩,2002-04-19,6.5,2224,2.6945,Top_Revenue,5000000,368744044,95,"코미디, 드라마, 로맨스",US,Released
287947,샤잠!,2019-03-29,6.986,9957,5.3857,Top_Revenue,80000000,367799011,132,"액션, 코미디, 판타지",US,Released
10555,샤크,2004-09-20,6.0,6542,8.7273,Top_Revenue,75000000,367300000,90,"애니메이션, 액션, 코미디, 가족",US,Released
439079,더 넌,2018-09-05,5.9,7030,8.0558,Top_Revenue,22000000,366082797,96,공포,US,Released
1233413,씨너스: 죄인들,2025-04-16,7.5,2958,21.9556,Top_Revenue,90000000,365878513,137,"공포, 액션, 스릴러",US,Released
577922,테넷,2020-08-22,7.177,10632,7.6003,Top_Revenue,205000000,365304105,150,"액션, 스릴러, SF","GB, US",Released
181533,박물관이 살아있다: 비밀의 무덤,2014-12-17,6.218,6076,10.6479,Top_Revenue,127000000,363204635,98,"모험, 코미디, 판타지, 가족","GB, US",Released
13804,분노의 질주: 더 오리지널,2009-04-02,6.685,7587,0.8387,Top_Revenue,85000000,363164265,106,"액션, 범죄, 드라마, 스릴러","JP, US",Released
163,오션스 트웰브,2004-12-09,6.564,7627,5.0894,Top_Revenue,110000000,362744280,125,"스릴러, 범죄",US,Released
86834,노아,2014-03-07,5.67,6439,3.9945,Top_Revenue,125000000,362600000,138,"드라마, 모험",US,Released
129,센과 치히로의 행방불명,2001-07-20,8.534,17676,19.2338,Top_Rated,19000000,274925095,124,"애니메이션, 가족, 판타지",JP,Released
496243,기생충,2019-05-30,8.496,19759,18.3906,Top_Rated,11363000,257591776,131,"코미디, 스릴러, 드라마",KR,Released
598,시티 오브 갓,2002-08-30,8.427,7888,7.1423,Top_Rated,3300000,30641770,129,"드라마, 범죄","BR, FR, DE",Released
4935,하울의 움직이는 성,2004-09-09,8.392,10637,13.155,Top_Rated,24000000,236049757,119,"판타지, 애니메이션, 모험",JP,Released
423,피아니스트,2002-09-17,8.38,9784,7.5924,Top_Rated,35000000,120098945,150,"드라마, 전쟁","FR, DE, PL, GB",Released
244786,위플래쉬,2014-10-10,8.375,16094,13.0173,Top_Rated,3300000,50307484,106,"드라마, 음악",US,Released
1184918,와일드 로봇,2024-09-12,8.318,5523,18.4017,Top_Rated,78000000,331982078,102,"애니메이션, SF, 가족, 모험, 드라마",US,Released
164558,원 디렉션: 디스 이즈 어스,2013-08-20,8.3,1058,1.9961,Top_Rated,10000000,68500000,92,"다큐멘터리, 음악","US, GB",Released
670,올드보이,2003-11-21,8.246,9376,9.7974,Top_Rated,3000000,17500000,120,"드라마, 스릴러, 미스터리, 액션",KR,Released
527641,파이브 피트,2019-03-14,8.226,5812,7.6585,Top_Rated,7000000,92600000,116,"로맨스, 드라마",US,Released
490132,그린 북,2018-11-16,8.225,12399,9.413,Top_Rated,23000000,321752656,130,"드라마, 코미디, 역사",US,Released
265177,마미,2014-09-19,8.2,2790,3.599,Top_Rated,4900000,3494070,138,드라마,CA,Released
16869,바스터즈: 거친 녀석들,2009-08-02,8.214,23448,13.8272,Top_Rated,70000000,321457747,152,"드라마, 스릴러, 전쟁","DE, US",Released
803796,케이팝 데몬 헌터스,2025-06-20,8.205,1981,89.6084,Top_Rated,100000000,24619953,96,"판타지, 음악, 코미디, 애니메이션",US,Released
1124,프레스티지,2006-10-17,8.205,16988,9.6587,Top_Rated,40000000,109676311,130,"드라마, 미스터리, SF","GB, US",Released
283566,신 에반게리온 극장판 :ll,2021-03-08,8.2,889,7.6871,Top_Rated,29700000,93882453,155,"애니메이션, 액션, SF, 드라마",JP,Released
50014,헬프,2011-08-09,8.204,8760,7.521,Top_Rated,25000000,216600000,146,드라마,US,Released
441130,'울프워커스' - Wolfwalkers,2020-10-26,8.202,1309,4.9332,Top_Rated,12000000,1310720,102,"애니메이션, 가족, 모험, 판타지","FR, IE, LU, US, CN",Released
11324,셔터 아일랜드,2010-02-14,8.202,25101,13.3522,Top_Rated,80000000,294804195,138,"드라마, 스릴러, 미스터리",US,Released
290098,아가씨,2016-06-01,8.2,4102,9.6124,Top_Rated,8575000,38600000,144,"스릴러, 드라마, 로맨스",KR,Released
324786,핵소 고지,2016-10-07,8.192,14434,11.019,Top_Rated,40000000,175302354,139,"드라마, 역사, 전쟁","AU, GB, US, CN",Released
522924,레이싱 인 더 레인,2019-08-08,8.183,1607,5.5963,Top_Rated,18000000,33800000,109,"드라마, 로맨스",US,Released
77,메멘토,2000-10-11,8.178,15698,13.7617,Top_Rated,9000000,40047236,113,"미스터리, 스릴러",US,Released
1422,디파티드,2006-10-04,8.159,15688,8.0368,Top_Rated,90000000,291465000,151,"드라마, 스릴러, 범죄","HK, US",Released
81481,도가니,2011-09-22,8.158,725,5.2817,Top_Rated,2200000,31500000,124,드라마,KR,Released
517814,가버나움,2018-09-20,8.144,1878,5.8014,Top_Rated,4000000,64978931,126,드라마,"FR, LB, GB, US",Released
823219,플로우,2024-08-29,8.1,2465,20.7619,Top_Rated,3700000,17660107,85,"애니메이션, 모험, 판타지, 가족","LV, BE, FR",Released
406997,원더,2017-11-13,8.112,8104,7.232,Top_Rated,20000000,315025930,113,"가족, 드라마","HK, US",Released
531428,타오르는 여인의 초상,2019-09-18,8.1,2807,7.0384,Top_Rated,5740000,9923127,121,"드라마, 로맨스, 역사",FR,Released
508442,소울,2020-12-25,8.104,11037,8.7276,Top_Rated,150000000,121977511,101,"애니메이션, 가족, 코미디, 판타지, 드라마",US,Released
791373,잭 스나이더의 저스티스 리그,2021-03-18,8.104,10502,9.0804,Top_Rated,70000000,0,242,"액션, 모험, 판타지",US,Released
46738,그을린 사랑,2010-09-17,8.102,3075,8.6657,Top_Rated,6800000,6788659,130,"드라마, 전쟁, 미스터리","CA, FR",Released
398818,콜 미 바이 유어 네임,2017-07-28,8.101,12501,12.2747,Top_Rated,3500000,43143046,132,"로맨스, 드라마","BR, FR, IT, US",Released
146233,프리즈너스,2013-09-19,8.1,12589,7.235,Top_Rated,46000000,122126687,153,"드라마, 스릴러, 범죄",US,Released
1026227,우리에게는 아직 내일이 있다,2023-10-26,8.099,1456,4.4927,Top_Rated,9000000,50121593,118,"드라마, 코미디, 역사",IT,Released
600354,더 파더,2020-12-23,8.1,3464,3.0933,Top_Rated,6000000,21029340,97,드라마,"FR, GB",Released
103663,더 헌트,2012-06-13,8.094,4533,7.2308,Top_Rated,3800000,18300000,115,드라마,"DK, SE",Released
843,화양연화,2000-09-29,8.093,3083,7.8026,Top_Rated,3000000,15867968,97,"드라마, 로맨스","HK, FR",Released
38,이터널 선샤인,2004-03-19,8.092,15836,9.7267,Top_Rated,20000000,72258126,108,"SF, 드라마, 로맨스",US,Released
470044,더 헤이트 유 기브,2018-10-19,8.089,2187,4.8228,Top_Rated,23000000,34934009,133,"범죄, 드라마",US,Released
149871,가구야공주 이야기,2013-11-23,8.087,1907,4.3478,Top_Rated,49300000,24366656,137,"애니메이션, 드라마, 판타지",JP,Released
411088,인비저블 게스트,2017-01-06,8.083,4807,5.0892,Top_Rated,4000000,30000000,107,"드라마, 미스터리, 스릴러",ES,Released
7345,데어 윌 비 블러드,2007-12-26,8.076,7095,8.2915,Top_Rated,25000000,77208711,158,드라마,US,Released
1064486,달팽이의 회고록,2024-10-17,8.065,695,9.1701,Top_Rated,4350000,7,94,"애니메이션, 드라마, 코미디",AU,Released
359940,쓰리 빌보드,2017-12-01,8.061,10579,6.6237,Top_Rated,15000000,162729321,115,"범죄, 드라마","GB, US",Released
4348,오만과 편견,2005-09-16,8.058,8491,10.7897,Top_Rated,28000000,124604345,127,"드라마, 로맨스","FR, GB, US",Released
7347,엘리트 스쿼드,2007-10-12,8.057,2591,3.946,Top_Rated,4000000,14759148,115,"드라마, 액션, 범죄",BR,Released
522518,안녕 베일리,2019-05-03,8.053,1585,5.8884,Top_Rated,16000000,78871079,109,"가족, 모험, 드라마","CN, IN, US",Released
89708,삼사라,2011-09-16,8.1,654,4.691,Top_Rated,4000000,2639616,102,다큐멘터리,"BR, CN, DK, EG, ET, GH, ID, IT, JP, JO, NA, SA, KR, TH, AE, US",Released
11423,살인의 추억,2003-04-25,8.052,4309,7.1678,Top_Rated,2800000,26000000,127,"범죄, 드라마, 스릴러",KR,Released
381284,히든 피겨스,2016-12-10,8.051,10177,6.8606,Top_Rated,25000000,235957472,127,"드라마, 역사",US,Released
518068,신과함께-인과 연,2018-08-01,8.047,716,5.2926,Top_Rated,18300000,112790210,141,"액션, 모험, 판타지, 스릴러",KR,Released
437068,택시운전사,2017-08-02,8.046,1093,5.1221,Top_Rated,12820005,81927980,137,"액션, 드라마, 역사",KR,Released
334543,라이언,2016-11-24,8.0,6805,4.0896,Top_Rated,12000000,140312928,118,드라마,"AU, GB, US",Released
555604,기예르모 델토로의 피노키오,2022-11-09,8.041,3187,6.8074,Top_Rated,35000000,0,117,"애니메이션, 판타지, 모험, 드라마",US,Released
397567,신과함께-죄와 벌,2017-12-20,8.038,1133,5.7425,Top_Rated,18300000,125983972,139,"액션, 모험, 드라마, 판타지, 스릴러",KR,Released
582,타인의 삶,2006-03-23,8.038,3937,6.1396,Top_Rated,2000000,77672685,137,"드라마, 스릴러","DE, FR",Released
120467,그랜드 부다페스트 호텔,2014-02-26,8.033,15557,7.0514,Top_Rated,30000000,174600318,100,"코미디, 드라마","US, DE",Released
26022,내 이름은 칸,2010-02-10,8.032,1383,6.6499,Top_Rated,12000000,42345360,165,"드라마, 로맨스","CN, IN, AE, US",Released
698687,트랜스포머 ONE,2024-09-11,8.023,1454,9.2098,Top_Rated,75000000,129408392,104,"애니메이션, SF, 모험, 가족",US,Released
641,레퀴엠,2000-10-06,8.012,10598,3.1563,Top_Rated,4500000,7390108,102,"범죄, 드라마",US,Released
414419,킬 빌: 더 홀 블러디 어페어,2011-03-27,8.0,1096,9.0053,Top_Rated,55000000,0,247,"액션, 범죄",US,Released
28178,하치 이야기,2009-06-08,8.01,6979,16.0637,Top_Rated,16000000,46800000,93,"드라마, 가족","GB, US",Released
43949,플립,2010-08-06,8.01,3218,4.7739,Top_Rated,14000000,4324817,93,"로맨스, 드라마",US,Released
359724,포드 V 페라리,2019-11-13,8.007,8612,7.0744,Top_Rated,97600000,225508210,153,"드라마, 액션, 역사",US,Released
400928,어메이징 메리,2017-04-07,8.0,5797,4.8941,Top_Rated,7000000,40300000,101,"드라마, 코미디","GB, US",Released
838240,로봇 드림,2023-12-06,7.998,728,7.1467,Top_Rated,5300000,4656348,102,"애니메이션, 드라마, 코미디, SF","FR, ES",Released
264644,룸,2015-10-16,7.998,9489,3.6438,Top_Rated,13000000,35401758,118,"드라마, 스릴러","CA, IE, GB, US",Released
515001,조조 래빗,2019-10-18,7.995,10067,4.2423,Top_Rated,14000000,82468705,108,"코미디, 전쟁, 드라마","NZ, US",Released
20453,세 얼간이,2009-12-23,7.995,2576,6.0491,Top_Rated,9000000,70000000,171,"드라마, 코미디",IN,Released
339877,러빙 빈센트,2017-06-22,7.99,2544,9.6112,Top_Rated,5500000,42187665,95,"애니메이션, 드라마, 미스터리, 역사","GB, PL, NL",Released
205596,이미테이션 게임,2014-11-14,7.99,17662,12.2908,Top_Rated,14000000,233555708,114,"역사, 드라마, 스릴러, 전쟁","US, GB",Released
13223,그랜 토리노,2008-12-12,8.0,11218,4.7827,Top_Rated,33000000,270000000,116,드라마,"US, DE",Released
11658,태극기 휘날리며,2004-02-05,7.985,738,1.6341,Top_Rated,1500000,0,148,"액션, 모험, 드라마, 역사, 전쟁","KR, US",Released
449176,"러브, 사이먼",2018-02-16,7.983,6170,2.2019,Top_Rated,17000000,66316289,110,"코미디, 드라마, 로맨스",US,Released
337404,크루엘라,2021-05-26,7.983,9799,8.9642,Top_Rated,200000000,233503234,134,"코미디, 범죄, 모험",US,Released
906126,안데스 설원의 생존자들,2023-12-15,7.983,3315,4.1104,Top_Rated,65500000,1281,144,"드라마, 역사","ES, US",Released
640,캐치 미 이프 유 캔,2002-12-16,7.979,16524,12.2027,Top_Rated,52000000,352114312,141,"드라마, 범죄",US,Released
678512,사운드 오브 프리덤,2023-07-03,7.976,2638,3.4015,Top_Rated,14500000,250600000,131,"액션, 드라마",US,Released
7508,지상의 별처럼,2007-12-21,7.977,1259,8.5774,Top_Rated,2600000,28430000,162,드라마,IN,Released
25376,엘 시크레토: 비밀의 눈동자,2009-08-13,7.972,2730,2.9814,Top_Rated,2000000,33965843,130,"미스터리, 스릴러, 드라마","AR, ES",Released
24,킬 빌: 1부,2003-10-10,7.969,18320,10.4756,Top_Rated,30000000,180906076,111,"액션, 범죄",US,Released
70,밀리언 달러 베이비,2004-12-05,7.954,10071,7.0914,Top_Rated,30000000,216763646,132,드라마,"CH, US",Released
1084736,몬테크리스토 백작,2024-06-28,7.952,1833,10.1557,Top_Rated,46000000,75360860,178,"모험, 액션, 드라마","FR, BE",Released
6977,노인을 위한 나라는 없다,2007-11-09,7.947,12820,8.556,Top_Rated,25000000,171627166,122,"범죄, 스릴러, 서부",US,Released
1000837,아임 스틸 히어,2024-09-19,7.9,874,4.0855,Top_Rated,1480000,36109482,138,"드라마, 역사","BR, FR",Released
76203,노예 12년,2013-10-18,7.936,11697,8.1093,Top_Rated,20000000,187000000,134,"드라마, 역사","GB, US",Released
296096,미 비포 유,2016-06-01,7.926,12898,12.0018,Top_Rated,20000000,207945075,110,"드라마, 로맨스",US,Released
180147,Nosotros los nobles,2013-03-28,7.926,523,5.4555,Top_Rated,2000000,26433651,108,코미디,MX,Released
1646,프리 라이터스 다이어리,2007-01-05,7.922,2357,6.1061,Top_Rated,21000000,43095175,122,"범죄, 드라마","DE, US",Released
142061,"배트맨: 다크 나이트 리턴즈, 파트 2",2013-01-03,7.921,1557,3.7062,Top_Rated,3500000,0,78,"SF, 액션, 애니메이션, 미스터리",US,Released
152532,달라스 바이어스 클럽,2013-11-01,7.918,8816,3.6183,Top_Rated,5000000,55736588,117,"드라마, 역사",US,Released
194,아멜리에,2001-04-25,7.913,12036,7.1502,Top_Rated,10000000,173921954,122,"코미디, 로맨스","FR, DE",Released
122906,어바웃 타임,2013-09-04,7.9,8966,7.469,Top_Rated,12000000,87100449,123,"드라마, 로맨스, 판타지","GB, US",Released
776503,코다,2021-08-13,7.904,2430,7.5046,Top_Rated,10000000,1905058,111,"드라마, 음악, 로맨스","FR, US",Released
503314,드래곤볼 슈퍼: 브로리,2018-12-14,7.9,3041,1.6739,Top_Rated,1000000,125002821,99,"액션, SF, 애니메이션",JP,Released
404378,"내 어깨 위 고양이, 밥",2016-11-04,7.901,1509,1.7281,Top_Rated,8000000,17900000,103,"가족, 드라마","GB, US, LU",Released
615457,노바디,2021-03-18,7.899,7904,16.6087,Top_Rated,16000000,57512470,91,"액션, 스릴러",US,Released
752,브이 포 벤데타,2006-02-23,7.899,15148,7.8964,Top_Rated,54000000,134686457,132,"액션, 스릴러, SF","DE, GB, US",Released
116977,Foodfight!,2012-06-15,1.89,150,4.4186,Low_Rated,65000000,73706,91,"모험, 코미디, 액션, 애니메이션, 가족, 전쟁",US,Released
40016,버데믹: 쇼크 앤드 테러,2010-02-27,2.224,357,2.4639,Low_Rated,10000,0,90,"로맨스, 공포, 스릴러",US,Released
203351,아틀란틱 림,2013-07-09,2.6,123,0.321,Low_Rated,500000,0,85,"액션, SF",US,Released
19213,Pledge This!,2007-02-08,2.8,118,3.7445,Low_Rated,8300000,1751460,91,코미디,US,Released
76994,박스 오피스 3D,2011-09-09,2.9,246,3.4135,Low_Rated,5000000,2777000,102,코미디,"BG, IT",Released
14164,드래곤볼 에볼루션,2009-03-12,2.935,2150,5.6028,Low_Rated,30000000,58228460,85,"액션, 모험, 판타지, SF, 스릴러","HK, GB, US",Released
256030,먹,2015-03-13,3.1,101,2.2066,Low_Rated,250000,0,99,공포,US,Released
11059,하우스 오브 데드,2003-04-11,3.1,408,2.6231,Low_Rated,12000000,13818181,90,"공포, 액션, 스릴러","CA, DE, JP, US",Released
31246,프롬 저스틴 투 켈리,2003-06-20,3.19,105,3.5133,Low_Rated,12000000,4922166,81,"코미디, 로맨스, 음악",US,Released
39522,메가 피라냐,2010-04-10,3.196,158,5.2528,Low_Rated,3000000,0,92,"액션, 모험, SF",US,Released
13805,재난 영화,2008-08-29,3.2,1092,7.9286,Low_Rated,25000000,34816824,87,"코미디, SF","US, GB",Released
12142,어둠 속에 나홀로,2005-01-28,3.251,638,3.6885,Low_Rated,20000000,12693645,98,"액션, 판타지, 공포","CA, DE, US",Released
16266,2012 둠즈데이,2008-02-12,3.3,121,5.013,Low_Rated,250000,0,86,"액션, 모험, 판타지, 공포, SF, 스릴러",US,Released
292483,Not Cool,2014-09-23,3.288,104,2.5348,Low_Rated,800000,36026,93,"코미디, 로맨스",US,Released
5491,배틀필드,2000-05-12,3.3,893,4.536,Low_Rated,44000000,29725663,119,"SF, 액션, 모험",US,Released
15338,에이스 벤츄라 3,2009-03-24,3.4,193,4.1616,Low_Rated,7500000,0,93,"코미디, 가족, 모험, 범죄",US,Released
955569,"Arthur, malédiction",2022-06-29,3.4,131,0.738,Low_Rated,2400000,1874343,87,"공포, 스릴러",FR,Released
135812,드라큘라 3D,2012-11-09,3.5,235,6.3207,Low_Rated,7700000,0,110,공포,"FR, IT, ES",Released
301325,#호러,2015-11-20,3.544,194,3.3149,Low_Rated,1500000,0,90,"범죄, 공포, 스릴러",US,Released
12683,어론 인 더 다크 2: 마녀 사냥꾼,2008-09-01,3.569,106,3.1747,Low_Rated,4600000,0,88,"액션, 판타지, 공포",US,Released
70584,헬레이저: 레버레이션,2011-10-18,3.6,347,8.0291,Low_Rated,350000,0,75,"공포, 스릴러",US,Released
228496,에스엑스 테잎,2013-10-10,3.6,105,1.8945,Low_Rated,600000,0,85,공포,US,Released
160070,아파트 1303호,2012-12-06,3.6,300,3.4349,Low_Rated,5000000,3377891,101,공포,"US, CA",Released
31002,씨커,2001-06-23,3.659,126,6.9092,Low_Rated,7000000,379739,92,"액션, 모험, 범죄, 스릴러",US,Released
7916,파 크라이,2008-10-02,3.7,314,5.9597,Low_Rated,30000000,743,95,"액션, SF, 스릴러","CA, DE",Released
485774,열린 문틈으로,2018-01-19,3.699,1414,4.2535,Low_Rated,100000,0,94,"공포, 스릴러",US,Released
16456,크로우: 위키드 프레이어,2005-05-04,3.7,240,3.7451,Low_Rated,8000000,0,99,"액션, 공포, 판타지",US,Released
9544,피어닷컴,2002-08-09,3.8,390,5.342,Low_Rated,40000000,18902015,101,"공포, 스릴러, 범죄","US, GB, DE, LU",Released
98948,아브라함 링컨 VS 좀비,2012-05-29,3.8,134,3.5655,Low_Rated,150000,0,96,"공포, 액션, 스릴러",US,Released
25753,옥수수 밭의 아이들 7,2001-10-09,3.82,128,0.4701,Low_Rated,2500000,0,82,공포,CA,Released
12685,월드워2: 나치의 침공,2010-06-10,3.8,240,2.8553,Low_Rated,10000000,0,79,"액션, 모험, 판타지, 공포","CA, DE, US",Released
9760,에픽 무비,2007-01-25,3.877,1611,4.7041,Low_Rated,20000000,87238158,86,"코미디, 모험, 판타지",US,Released
18248,포리너,2003-06-01,3.884,159,1.0147,Low_Rated,16700000,0,95,"액션, 스릴러","PL, US",Released
248561,Krampus: The Christmas Devil,2013-08-17,3.886,105,5.4702,Low_Rated,7525000,0,83,"공포, 액션, 스릴러",US,Released
15039,어게인스트 더 다크,2009-02-17,3.888,130,4.611,Low_Rated,9000000,0,93,"공포, 액션, 스릴러, SF","US, RO",Released
52454,메가샤크 VS 크로코사우러스,2010-12-21,3.9,171,2.2299,Low_Rated,100000,0,90,"액션, 공포, SF",US,Released
11535,롤러볼,2002-02-08,3.921,491,5.0921,Low_Rated,70000000,25852764,98,"액션, SF, 스릴러","DE, JP, US",Released
205321,샤크스톰,2013-07-11,3.923,1640,3.5798,Low_Rated,1000000,0,86,"액션, 코미디, 공포, SF, TV 영화",US,Released
80410,왕의 이름으로 2,2011-11-03,3.925,147,6.0469,Low_Rated,4500000,0,96,"모험, 판타지, 드라마, 액션","CA, DE",Released
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,3.9,147,3.731,Low_Rated,1300000,0,82,코미디,US,Released
353576,크리미널 게임: 보석 사기단,2018-05-04,3.9,184,4.8859,Low_Rated,13000000,0,95,"코미디, 범죄","TR, GB, US",Released
