id,title,release_date,genres,country,budget,revenue,roi_ratio,vote_average,vote_count,popularity,success_status
9809,교도소에 가자,2006-11-17,"코미디, 범죄",US,4000000,4630045,0.15751125,5.755,316,4.0944,Break-even
480001,호신술의 모든 것,2019-07-12,"코미디, 스릴러, 드라마, 미스터리",US,1800000,2400000,0.3333333333333333,6.554,788,4.2085,Break-even
11880,독 솔져,2002-05-10,"공포, 액션, 스릴러","LU, GB, US",2000000,3537283,0.7686415,6.722,945,4.1818,Break-even
1950,럭키 유,2007-05-01,"드라마, 로맨스",US,55000000,8461686,-0.8461511636363637,5.644,278,4.2005,Flop
4964,사고친 후에,2007-06-01,"코미디, 로맨스, 드라마",US,30000000,219900000,6.33,6.3,4131,8.0902,Hit
1359,아메리칸 싸이코,2000-04-13,"스릴러, 드라마, 범죄","CA, US",7000000,34300000,3.9,7.408,11759,7.0508,Hit
923667,구룡성채: 무법지대,2024-05-01,"액션, 범죄, 스릴러","CN, HK",38400000,95399186,1.4843538020833333,7.001,398,6.7488,Hit
438689,시베리아,2018-07-13,"범죄, 로맨스, 스릴러","DE, CA, US",2000000,2006704,0.003352,4.7,598,6.3151,Break-even
14324,버진 테리토리,2007-12-17,"모험, 액션, 코미디, 로맨스","LU, IT, FR, GB, US",38000000,5410749,-0.8576118684210526,4.885,355,7.5137,Flop
2501,본 아이덴티티,2002-06-14,"액션, 드라마, 미스터리, 스릴러","US, DE, CZ",60000000,214034224,2.567237066666667,7.47,9749,6.4677,Hit
8645,해프닝,2008-06-11,"스릴러, SF","US, IN",60000000,163403799,1.72339665,5.396,3815,7.5651,Hit
481084,아담스 패밀리,2019-10-10,"가족, 애니메이션, 코미디, 판타지","CA, US",40000000,204394183,4.109854575,6.608,2430,4.854,Hit
10647,아름다운 세상을 위하여,2000-10-20,드라마,US,40000000,55707411,0.392685275,7.355,1922,5.3307,Break-even
9613,스파이더,2002-11-06,"드라마, 미스터리, 스릴러","FR, GB, CA",10000000,5809240,-0.419076,6.646,907,4.5673,Flop
381237,오피스 배틀 로얄,2018-06-19,"코미디, 공포, 액션",US,2500000,165623,-0.9337508,5.3,250,4.4918,Flop
11088,하이스트,2001-11-09,"액션, 범죄, 드라마, 스릴러",US,35000000,28500000,-0.18571428571428572,6.3,587,5.2863,Flop
615952,아마겟돈 타임,2022-10-28,드라마,"BR, US",15000000,6524886,-0.5650076,6.448,480,4.2735,Flop
140,나쁜 교육,2004-03-19,"드라마, 범죄",ES,5000000,40266982,7.0533964,7.354,1017,4.9619,Hit
80274,엔더스 게임,2013-10-24,"SF, 액션, 모험",US,110000000,125537191,0.1412471909090909,6.586,6071,4.5368,Break-even
72213,용기와 구원,2011-09-30,드라마,US,1000000,35690739,34.690739,7.596,389,4.955,Hit
57353,캣 런,2011-04-01,"액션, 코미디, 스릴러",US,25000000,65708,-0.99737168,5.242,157,5.3217,Flop
4234,스크림 3,2000-02-04,"공포, 미스터리",US,40000000,161834276,3.0458569,6.001,3849,4.2141,Hit
273169,Sous les jupes des filles,2014-06-04,코미디,FR,5000000,12058187,1.4116374,5.747,380,4.1315,Hit
23514,럼 다이어리,2011-10-13,"코미디, 드라마","GB, US",45000000,24000000,-0.4666666666666667,5.9,1283,4.2304,Flop
2116,아웃 오브 타임,2003-10-03,"스릴러, 범죄, 드라마",US,50000000,55495563,0.10991126,6.345,1254,3.5824,Break-even
11022,나크,2002-01-14,"범죄, 드라마, 미스터리, 스릴러","US, DE",6500000,12633747,0.9436533846153846,6.753,559,3.6651,Break-even
2059,내셔널 트레져,2004-11-19,"모험, 액션, 스릴러, 미스터리",US,100000000,347500000,2.475,6.647,6638,4.0907,Hit
392044,오리엔트 특급 살인,2017-11-03,"미스터리, 드라마, 범죄",US,55000000,352800000,5.414545454545454,6.7,10301,4.5229,Mega-Hit
12703,브라운 버니,2003-11-14,드라마,"FR, JP, US",100000,365734,2.65734,5.4,258,4.2353,Hit
33613,밀레니엄: 제3부 벌집을 발로 찬 소녀,2009-11-27,"액션, 스릴러, 범죄, 미스터리","DK, DE, SE",4000000,43498108,9.874527,7.054,1429,4.6834,Hit
472454,아일라,2017-10-27,"드라마, 전쟁, 역사",TR,4200000,21107423,4.0255769047619046,8.0,380,4.8632,Hit
43539,쓰리 데이즈,2010-11-18,"로맨스, 드라마, 스릴러, 범죄","US, FR",30000000,67448651,1.2482883666666666,7.082,2993,4.7515,Hit
37905,호드,2010-02-10,"액션, 공포, 스릴러",FR,3100000,2943372,-0.05052516129032258,5.956,493,3.9873,Flop
1120911,새터데이 나이트,2024-09-27,"코미디, 드라마",US,25000000,9802525,-0.607899,6.676,306,3.9647,Flop
11128,래더 49,2004-10-01,"드라마, 액션, 스릴러",US,60000000,100572044,0.6762007333333333,6.5,824,4.3349,Break-even
16723,슈가 앤 스파이스,2001-01-24,"범죄, 코미디, 드라마",US,11000000,13276953,0.20699572727272728,6.4,279,4.093,Break-even
21755,블룸 형제 사기단,2008-09-09,"모험, 코미디, 드라마, 로맨스",US,20000000,5530764,-0.7234618,6.558,686,4.1059,Flop
45839,프레드: 더 무비,2010-12-17,"코미디, 가족, 모험, TV 영화",US,4000000,1309580,-0.672605,4.472,158,4.0261,Flop
6639,콜레라 시대의 사랑,2007-10-04,"드라마, 로맨스","US, GB",45000000,4607608,-0.8976087111111111,6.627,395,4.5819,Flop
19237,살인 이론,2009-10-07,"공포, 스릴러, 미스터리",US,6000000,397941,-0.9336765,5.33,137,4.7869,Flop
464502,애크리모니,2018-03-30,"드라마, 스릴러",US,20000000,34800000,0.74,6.7,390,5.6835,Break-even
8968,부기맨,2005-02-04,"스릴러, 공포, 드라마, 미스터리",US,20000000,67192859,2.35964295,5.0,782,4.4982,Hit
44912,그린 랜턴: 반지의 선택,2011-06-14,"모험, 액션, 스릴러, SF",US,200000000,219851172,0.09925586,5.176,7468,5.2039,Break-even
602734,스파이럴,2021-05-12,"공포, 미스터리",US,20000000,40618920,1.030946,5.919,2187,4.639,Hit
1931,스톰프 더 야드,2007-05-16,"드라마, 음악",US,13000000,75511123,4.808547923076923,7.071,491,5.0356,Hit
82682,갱스터 스쿼드,2013-01-09,"범죄, 드라마, 액션, 스릴러",US,60000000,105200000,0.7533333333333333,6.377,4145,5.2297,Break-even
30239,승리,2009-05-20,"드라마, 역사","FR, IT",13000000,5701481,-0.5614245384615385,6.7,159,4.9088,Flop
957452,더 크로우,2024-08-21,"액션, 판타지, 공포","FR, DE, GB, US",50000000,24109036,-0.51781928,5.809,1167,6.0023,Flop
36939,부기우기: 상위 1%의 섹스,2010-04-16,"코미디, 드라마",GB,6000000,48411,-0.9919315,5.02,101,6.614,Flop
44040,데블,2010-09-16,"공포, 미스터리, 스릴러",US,10000000,33583175,2.3583175,6.096,3010,6.1828,Hit
50204,버크 앤 헤어,2010-10-29,"코미디, 스릴러, 역사, 공포",GB,10000000,4791599,-0.5208401,6.075,492,7.3951,Flop
7191,클로버필드,2008-01-15,"액션, 스릴러, SF",US,25000000,170764026,5.83056104,6.703,7515,5.3654,Hit
257,올리버 트위스트,2005-09-23,"범죄, 드라마, 가족","CZ, FR, IT, GB",50000000,42580321,-0.14839358,6.743,1210,6.9616,Flop
413543,인생은 드라마,2016-11-23,"드라마, 로맨스",IN,4300000,3376375,-0.21479651162790697,7.043,246,7.2003,Flop
15728,보이 컬처,2006-09-15,"드라마, 로맨스",US,500000,220151,-0.559698,6.3,90,5.9185,Flop
12590,빌로우,2002-08-11,"스릴러, 공포, 미스터리",US,40000000,2622015,-0.934449625,6.029,485,5.3458,Flop
86868,La Vérité si je mens ! 3,2012-01-31,코미디,FR,25496629,40924982,0.605113444604775,5.478,343,5.1688,Break-even
9039,트랩트,2002-09-20,"스릴러, 범죄","DE, US",30000000,13414416,-0.5528528,6.161,598,5.7335,Flop
9794,이 달의 점원,2006-10-06,"코미디, 로맨스",US,12000000,38528984,2.2107486666666665,5.6,677,5.4539,Hit
479718,범죄도시,2017-10-03,"액션, 범죄, 스릴러",KR,5900000,52946454,7.973975254237288,7.684,490,5.4761,Hit
12279,스파이 키드 3D: 게임 오버,2003-07-25,"가족, 액션, 코미디, 모험, SF",US,38000000,197101678,4.186886263157895,5.147,2308,5.1543,Hit
56427,Baywatch: Hawaiian Wedding,2003-02-28,"액션, 드라마, 모험, TV 영화",US,5500000,136000000,23.727272727272727,5.735,84,3.5156,Hit
1016848,프런트 룸,2024-09-05,공포,"GB, US",3500000,3165361,-0.09561114285714285,5.066,114,4.2147,Flop
1544,이매진 미 앤 유,2006-01-27,"드라마, 코미디, 로맨스","DE, GB, US",1000000,2500000,1.5,7.6,1081,4.095,Hit
20083,성룡의 신주쿠 살인사건,2009-03-22,"드라마, 액션, 스릴러, 범죄","HK, JP, TH",15000000,5461200,-0.63592,6.7,304,3.7177,Flop
943134,애니멀 킹덤,2023-10-04,"모험, 드라마, SF","BE, FR",15200000,9138503,-0.39878269736842104,6.991,855,4.417,Flop
109443,앵커맨 2: 전설은 계속된다,2013-12-18,코미디,US,50000000,173700000,2.474,6.135,2711,3.8184,Hit
432165,페간킹,2018-01-17,"역사, 모험, 액션","GB, LV",2400000,18598,-0.9922508333333333,6.5,79,4.2816,Flop
21295,신혼여행자,2005-06-10,코미디,"US, IE",25000000,13200000,-0.472,4.0,72,4.9731,Flop
1153399,கூலி,2025-08-13,"액션, 스릴러, 범죄",IN,43000000,57917990,0.34693,6.192,66,5.4005,Break-even
1108658,The Shift,2023-11-30,SF,US,6500000,12238643,0.8828681538461538,6.4,81,5.177,Break-even
76696,부에노스 아이레스에서 사랑에 빠질 확률,2011-06-01,"드라마, 로맨스","AR, DE, ES",11000000,2140,-0.9998054545454546,7.5,308,5.2541,Flop
19898,팬도럼,2009-09-08,"액션, 공포, 미스터리, SF, 스릴러","DE, GB, US",33000000,20648328,-0.3742930909090909,6.578,2535,5.2145,Flop
20662,로빈후드,2010-05-12,"액션, 모험, 역사",US,200000000,321669741,0.608348705,6.397,4855,5.0325,Break-even
76494,임신한 당신이 알아야 할 모든것,2012-05-17,"로맨스, 코미디, 드라마",US,40000000,79700000,0.9925,5.997,1828,4.8388,Break-even
193610,아더 우먼,2014-04-16,"코미디, 로맨스",US,40000000,196800000,3.92,6.428,3652,5.18,Hit
31172,Diamant 13,2009-06-21,"액션, 범죄, 스릴러","BE, FR, LU",6850000,878153,-0.8718024817518248,5.242,62,4.9974,Flop
82633,로우리스: 나쁜 영웅들,2012-08-29,"범죄, 드라마, 서부",US,26000000,55404207,1.1309310384615385,7.062,3206,7.0659,Hit
317442,나루토 질풍전 극장판 7기: 더 라스트,2014-12-06,"액션, 로맨스, 애니메이션",JP,750000,19840000,25.453333333333333,7.456,2345,6.2528,Hit
47607,타이니 퍼니처,2010-11-12,"로맨스, 코미디, 드라마",US,65000,416498,5.4076615384615385,5.641,167,6.6867,Hit
96648,인시던트,2012-05-04,"공포, 스릴러","BE, FR, GB, US",500000,98201,-0.803598,5.7,134,6.3473,Flop
11351,지퍼스 크리퍼스 2,2003-08-08,공포,US,17000000,63102666,2.711921529411765,6.153,1744,6.2604,Hit
522478,피터 래빗 2: 파 프롬 가든,2021-03-25,"가족, 코미디, 모험, 애니메이션","AU, US",45000000,153000000,2.4,7.062,860,6.3089,Hit
77877,더 럭키 원,2012-04-19,"드라마, 로맨스",US,25000000,99400000,2.976,7.168,3766,6.5086,Hit
400160,스폰지밥 무비: 핑핑이 구출 대작전,2020-08-14,"가족, 코미디, 모험, 애니메이션","US, CA",60000000,4810790,-0.9198201666666667,7.4,2922,6.0856,Flop
8669,찰리 바틀렛,2008-02-22,"코미디, 드라마, 로맨스","US, CA",12000000,5254986,-0.5620845,6.675,673,5.8783,Flop
13183,왓치맨,2009-03-04,"미스터리, 액션, SF",US,130000000,185258983,0.4250691,7.3,9666,5.6154,Break-even
25741,니코,2008-09-22,"애니메이션, 가족, 모험, 드라마, 판타지","BE, DK, FI, FR, DE, IE, NO",6100000,21897141,2.5896952459016394,5.8,152,5.8007,Hit
714888,"아르헨티나, 1985년",2022-09-29,"드라마, 역사, 범죄","AR, GB",20000000,58424000,1.9212,7.827,710,6.1859,Hit
1443,처녀 자살 소동,2000-04-21,"드라마, 로맨스",US,6000000,10409377,0.7348961666666667,7.12,3481,5.4774,Break-even
497828,슬픔의 삼각형,2022-09-18,"코미디, 드라마","DK, FR, DE, GR, MX, SE, CH, TR, GB, US",15600000,24733572,0.5854853846153846,7.023,2644,5.367,Break-even
58428,인키퍼스,2011-08-18,"공포, 스릴러",US,750000,78396,-0.895472,5.414,688,5.7332,Flop
1268,미스터 빈의 홀리데이,2007-03-22,"가족, 코미디","GB, FR, DE, US",25000000,232225908,8.28903632,6.4,3007,5.0243,Hit
340485,아메리칸 허니: 방황하는 별의 노래,2016-09-30,드라마,"GB, US",3500000,2290649,-0.34552885714285714,6.795,899,5.6359,Flop
894803,సీతా రామం,2022-08-05,"역사, 로맨스, 드라마",IN,3400000,11800000,2.4705882352941178,7.8,92,6.0223,Hit
333386,더 듀얼,2016-06-24,"서부, 드라마",US,10000000,20672,-0.9979328,5.403,365,6.6265,Flop
58233,쟈니 잉글리쉬 2: 네버다이,2011-09-15,"범죄, 액션, 코미디","GB, US",45000000,160078586,2.5573019111111113,6.2,3465,5.9157,Hit
1391,이 투 마마,2001-06-08,"드라마, 로맨스",MX,5000000,33600000,5.72,7.4,1660,6.3438,Hit
420634,테리파이어,2018-01-25,"공포, 스릴러",US,35000,421798,11.051371428571429,6.328,2832,5.7404,Hit
1588,브링 잇 온,2000-08-25,코미디,US,28000000,90449929,2.230354607142857,6.268,1796,4.6778,Hit
286709,무법도시,2014-10-31,"드라마, 액션, 범죄","US, HK",5000000,107412,-0.9785176,5.216,102,4.7163,Flop
517116,헌트,2019-09-13,"공포, 스릴러",US,5000000,2243353,-0.5513294,6.676,1317,4.6841,Flop
425148,쇼독스: 언더커버 캅스,2018-05-18,"모험, 범죄, 가족, 코미디","GB, US",5500000,38830219,6.060039818181818,6.0,253,4.298,Hit
174645,자바히트:살인면허,2013-03-06,"액션, 범죄, 드라마, 스릴러",US,15000000,1061,-0.9999292666666667,5.3,86,5.4554,Flop
345911,라이트 아웃,2016-07-21,공포,US,4900000,149368835,29.483435714285715,6.366,4021,4.4868,Hit
13374,아이스 프린세스,2005-03-17,"가족, 드라마, 코미디","US, CA",25000000,27645491,0.10581964,6.4,927,4.0297,Break-even
500664,업그레이드,2018-05-31,"액션, 스릴러, SF","AU, US",3000000,16976561,4.6588536666666664,7.5,4764,4.2725,Hit
320316,Italiano medio,2015-01-29,코미디,IT,1816720,4541800,1.5,5.806,482,3.6652,Hit
31977,블랙,2005-02-04,드라마,IN,2652377,8029469,2.0272728952181382,7.7,219,4.6683,Hit
368006,24,2016-05-05,"액션, SF, 스릴러",IN,10000000,15000000,0.5,7.258,126,4.6367,Break-even
8452,6번째 날,2000-11-17,"SF, 액션, 미스터리, 드라마, 스릴러","US, CA",82000000,96085477,0.17177410975609755,5.997,2165,4.1311,Break-even
9293,존 터커를 죽여라,2006-07-27,"코미디, 로맨스",US,18000000,68844775,2.8247097222222224,6.11,1432,4.2725,Hit
204436,쿠크하트: 시계심장을 가진 소년,2014-02-05,"애니메이션, 로맨스, 모험, 드라마, 판타지","FR, BE",33746302,3484370,-0.8967480940578318,7.209,743,5.1054,Flop
531499,택스 콜렉터,2020-08-07,"액션, 범죄, 드라마",US,30000000,942666,-0.9685778,5.636,509,4.8829,Flop
395993,스트롱거,2017-09-22,드라마,"HK, US",30000000,8484418,-0.7171860666666666,7.0,1537,6.0843,Flop
300693,트루스,2015-10-16,드라마,"GB, US",9600000,5383097,-0.43926072916666664,6.543,514,6.1079,Flop
23483,킥 애스: 영웅의 탄생,2010-03-26,"액션, 범죄","GB, US",28000000,96188903,2.4353179642857143,7.123,12079,6.0408,Hit
826510,해럴드와 마법 크레용,2024-07-31,"가족, 코미디, 모험, 판타지",US,40000000,32227855,-0.194303625,6.695,326,6.0204,Flop
663712,테리파이어 2,2022-10-06,"공포, 스릴러",US,250000,15741780,61.96712,6.7,2379,6.0128,Hit
97430,철권을 가진 사나이,2012-11-02,액션,"CN, HK, US",15000000,20546518,0.36976786666666667,5.5,1173,5.4601,Break-even
137116,스머프: 비밀의 숲,2017-03-23,"가족, 코미디, 모험, 애니메이션","CN, US, BE",60000000,197183546,2.2863924333333334,6.4,1515,5.7851,Hit
333596,우드론,2015-10-15,드라마,US,12000000,14394097,0.19950808333333334,6.919,198,5.8386,Break-even
75612,오블리비언,2013-04-10,"액션, SF, 모험, 미스터리",US,120000000,286168572,1.3847381,6.664,11178,6.5729,Hit
33217,윔피 키드,2010-03-19,"코미디, 가족","GB, US",15000000,76196538,4.0797692,6.259,1706,6.4023,Hit
477489,인 더 더스트,2018-04-04,"드라마, SF, 스릴러","CA, FR",13749400,2842040,-0.7932971620579807,6.327,839,5.4867,Flop
11004,원더 보이즈,2000-02-22,"코미디, 드라마","DE, JP, GB, US",35000000,33426588,-0.044954628571428575,6.8,631,3.7983,Flop
508664,댄저 클로즈: 롱탄 대전투,2019-08-08,"전쟁, 액션, 드라마, 역사","AU, GB",23934823,2078370,-0.9131654326418039,6.8,344,3.9362,Flop
883502,포트리스 2: 스나이퍼 아이,2022-04-29,"액션, 스릴러, 범죄",US,22000000,69075,-0.9968602272727273,5.2,170,4.4432,Flop
11917,쏘우 5,2008-10-23,"공포, 스릴러, 범죄",US,10800000,118209778,9.945349814814815,6.171,3699,7.1415,Hit
9042,케이브,2005-08-26,"액션, 모험, 공포, 스릴러","DE, US, DK, RO",30000000,33296457,0.1098819,5.448,991,7.1582,Break-even
222935,"안녕, 헤이즐",2014-06-02,"로맨스, 드라마",US,14000000,307166834,20.94048814285714,7.595,11405,7.0904,Mega-Hit
225574,논스톱,2014-02-26,"액션, 스릴러, 미스터리","FR, GB, US",50000000,222809600,3.456192,6.811,5569,6.9753,Hit
4553,머시니스트,2004-09-24,"스릴러, 드라마",ES,5000000,8203235,0.640647,7.5,5920,6.5369,Break-even
601796,외계+인 1부,2022-07-20,"SF, 액션, 판타지, 모험",KR,24500000,12109608,-0.5057302857142857,6.793,496,7.3351,Flop
393,킬 빌: 2부,2004-04-16,"액션, 범죄, 스릴러",US,30000000,152159461,4.071982033333334,7.875,14593,7.1049,Hit
25195,프로포즈 데이,2010-01-08,"로맨스, 코미디","IE, US",19000000,32686500,0.7203421052631579,6.898,2107,6.3985,Break-even
198184,채피,2015-03-04,"범죄, 액션, SF","US, ZA, MX",49000000,104399548,1.1306030204081632,6.786,8243,5.422,Hit
440472,업사이드,2019-01-10,"코미디, 드라마",US,37500000,125000000,2.3333333333333335,7.132,1356,6.1729,Hit
31867,리포 맨,2010-03-18,"액션, SF, 스릴러, 범죄","CA, US",32000000,18409891,-0.42469090625,6.3,2019,6.4159,Flop
624779,브이에프더블유,2019-09-21,"액션, 범죄, 공포, 스릴러",US,1000000,23101,-0.976899,5.9,256,6.2725,Flop
1040892,슬로더하우스,2023-08-30,"공포, 코미디, 스릴러","US, RS",350000,123000,-0.6485714285714286,4.665,121,6.2453,Flop
10691,크레이지 뷰티풀,2001-06-29,"드라마, 로맨스",US,13000000,16929123,0.3022402307692308,6.6,369,5.8027,Break-even
10972,세션 나인,2001-08-10,"공포, 미스터리, 드라마",US,1500000,1612259,0.07483933333333333,6.142,973,6.0208,Break-even
814889,네버 렛 고: 악의 끈,2024-09-18,공포,"US, CA, FR",20000000,21768945,0.08844725,6.116,530,6.5343,Break-even
12473,비지터,2008-02-21,"범죄, 드라마, 음악",US,4000000,18197518,3.5493795,7.129,483,6.2941,Hit
399404,다키스트 아워,2017-11-22,"드라마, 역사","GB, US",30000000,150847207,4.028240233333333,7.352,5356,4.793,Hit
4523,마법에 걸린 사랑,2007-11-20,"코미디, 가족, 판타지, 로맨스",US,85000000,340487652,3.0057370823529412,6.842,5590,4.7034,Mega-Hit
588921,아인보: 아마존의 전설,2021-02-09,"모험, 애니메이션, 가족, 판타지",PE,10000000,10237061,0.0237061,7.0,455,4.466,Break-even
11518,모하바테인,2000-10-27,"드라마, 로맨스",IN,4000000,20000000,4.0,7.042,272,4.8882,Hit
11671,엘레지,2008-08-08,"드라마, 로맨스",US,13000000,14894347,0.145719,6.3,297,4.7989,Break-even
791177,본즈 앤 올,2022-11-18,"공포, 로맨스, 드라마","IT, US",16000000,15234907,-0.0478183125,7.025,1524,5.5166,Flop
11636,뉴 폴리스 스토리,2004-09-23,"액션, 스릴러, 범죄, 드라마",HK,20000000,8712057,-0.56439715,7.15,781,5.0176,Flop
8060,메리드 라이프,2008-03-28,"범죄, 드라마, 로맨스",US,12000000,2888315,-0.7593070833333333,5.757,169,5.5225,Flop
551271,미디벌,2022-09-08,"액션, 드라마, 역사","CZ, US",23000000,4311284,-0.8125528695652174,6.888,509,5.6415,Flop
6936,Ben X,2007-08-26,드라마,BE,1500000,27,-0.999982,6.9,315,4.8258,Flop
10894,메이,2003-04-11,"드라마, 공포, 코미디",US,500000,264349,-0.471302,6.58,675,5.3067,Flop
71859,케빈에 대하여,2011-09-28,"드라마, 스릴러","GB, US",7000000,10800000,0.5428571428571428,7.544,2987,4.6125,Break-even
223702,소시지 파티,2016-07-11,"모험, 애니메이션, 코미디, 판타지","CA, US",19000000,140705322,6.405543263157894,5.75,7555,5.5473,Hit
9621,엘리자베스타운,2005-10-14,"코미디, 드라마, 로맨스","US, DE",57000000,52164016,-0.0848418245614035,6.195,1156,5.6594,Flop
725201,그레이 맨,2022-07-13,"액션, 스릴러",US,200000000,454023,-0.997729885,6.924,4002,5.2464,Flop
10426,프라이데이 3 - 프라이데이 에프터 넥스트,2002-11-22,"코미디, 드라마",US,20000000,33526835,0.67634175,6.366,445,5.2253,Break-even
116745,월터의 상상은 현실이 된다,2013-12-18,"모험, 코미디, 드라마, 판타지","GB, US, IS, CA, AU",90000000,188133322,1.0903702444444445,7.207,7982,4.9939,Hit
2755,어바웃 슈미트,2002-12-12,"드라마, 코미디",US,30000000,105834556,2.5278185333333334,6.839,1318,4.8934,Hit
333348,러브 더 쿠퍼스,2015-11-12,"코미디, 가족, 드라마",US,17000000,42426912,1.495700705882353,5.984,838,5.6243,Hit
7484,부그와 엘리엇,2006-09-27,"애니메이션, 가족, 모험, 코미디",US,85000000,197300000,1.3211764705882354,6.172,2902,8.0072,Hit
967847,고스트버스터즈: 오싹한 뉴욕,2024-03-20,"판타지, 모험, 코미디",US,100000000,201967521,1.01967521,6.482,1978,7.2027,Hit
64688,21 점프 스트리트,2012-03-14,"액션, 코미디, 범죄",US,42000000,201585328,3.7996506666666665,6.883,10698,7.2867,Hit
1242434,'천국부터 지옥까지' - Highest 2 Lowest,2025-08-14,"스릴러, 범죄, 드라마","US, JP",25000000,1500000,-0.94,5.6,357,7.1695,Flop
76163,익스펜더블 2,2012-08-08,"액션, 모험, 스릴러","US, BG, DE, CN",100000000,314975955,2.14975955,6.352,6977,7.4167,Hit
213681,마스터마인드,2016-09-29,"액션, 코미디, 범죄",US,25000000,29200000,0.168,5.76,1807,7.2699,Break-even
256962,리틀 보이,2015-04-23,"코미디, 드라마, 전쟁","US, MX",20000000,6500000,-0.675,7.2,548,7.1505,Flop
227973,스누피: 더 피너츠 무비,2015-11-05,"코미디, 애니메이션, 가족",US,99000000,246233113,1.4872031616161616,6.945,1743,7.3607,Hit
980489,그란 투리스모,2023-08-09,"모험, 액션, 드라마",US,60000000,121700000,1.0283333333333333,7.736,3179,6.9296,Hit
2103,솔라리스,2002-11-27,"드라마, SF, 미스터리",US,47000000,30002758,-0.3616434468085106,5.923,1385,7.2324,Flop
406761,호텔 아르테미스,2018-06-07,"스릴러, SF, 액션, 범죄, 드라마","GB, US",15000000,12371132,-0.17525786666666668,6.069,1616,4.0093,Flop
3432,미스터 브룩스,2007-05-31,"범죄, 스릴러",US,20000000,48443734,1.4221867,6.927,1804,4.9727,Hit
763285,앰뷸런스,2022-03-16,"스릴러, 액션, 범죄","US, JP",40000000,52303589,0.307589725,6.637,2315,4.489,Break-even
829051,어바웃 마이 파더,2023-05-25,코미디,US,29100000,18167819,-0.37567632302405496,6.1,382,4.7788,Flop
837881,그녀가 말했다,2022-11-17,"드라마, 역사",US,32000000,13900000,-0.565625,7.209,671,4.0067,Flop
3527,돈 컴 노킹,2005-08-25,"드라마, 서부","FR, DE, GB, US",11000000,4663501,-0.5760453636363636,6.2,135,4.0519,Flop
195589,나쁜 이웃들,2014-05-08,코미디,US,18000000,270665134,14.036951888888888,6.184,7122,4.0598,Mega-Hit
9757,나이스 가이 노빗,2007-02-08,코미디,US,10000000,159814490,14.981449,5.678,2512,6.5421,Hit
8975,마린,2006-10-13,액션,"AU, US",20000000,22165608,0.1082804,6.0,801,6.5815,Break-even
10760,시드니 화이트,2007-09-21,코미디,US,16500000,13620075,-0.17454090909090908,6.476,1080,6.1298,Flop
13827,"헬로우, 서퍼",2008-09-05,코미디,US,6000000,69000,-0.9885,4.5,114,6.9447,Flop
294652,나쁜 녀석들,2014-10-16,"액션, 범죄, 드라마, 스릴러","AU, CA, GB",12000000,660241,-0.9449799166666667,6.383,797,6.4916,Flop
14123,Bratz,2007-08-03,"코미디, 음악, 가족",US,20000000,26000000,0.3,5.7,456,7.1253,Break-even
29339,니콜라스 니클비,2002-12-27,"모험, 드라마","GB, US",10000000,3651462,-0.6348538,6.9,186,6.0565,Flop
62008,굿 디즈,2012-02-23,"드라마, 로맨스",US,14000000,35579177,1.5413697857142856,6.2,133,4.043,Hit
430474,딥,2017-05-11,"애니메이션, 가족, 모험","BE, CN, ES, CH, GB, US",6000000,10972300,0.8287166666666667,6.007,148,4.0886,Break-even
37725,보이 걸 씽,2006-07-15,"코미디, 판타지, 로맨스","CA, US, GB",15500000,7385434,-0.5235203870967742,6.519,1084,4.1196,Flop
8461,퍼니 게임,2008-03-14,"스릴러, 공포","US, AT, FR, GB, DE, IT",15000000,7938872,-0.4707418666666667,6.563,2174,4.0092,Flop
335796,위자: 저주의 시작,2016-10-20,공포,US,9000000,81831866,8.092429555555556,6.149,2558,3.8718,Hit
68730,사일런스,2016-12-23,"드라마, 역사","MX, TW, US",46000000,23834809,-0.48185197826086956,7.122,3189,4.3762,Flop
793285,God's Not Dead: We The People,2021-10-04,드라마,US,5000000,1200000,-0.76,6.633,135,4.2623,Flop
17335,옵세스드,2009-02-26,"드라마, 스릴러",US,20000000,73830340,2.691517,5.754,678,5.6937,Hit
660000,로스트 일루전,2021-10-20,"드라마, 로맨스, 역사","BE, FR",20800000,8600000,-0.5865384615384616,7.4,527,4.1321,Flop
23437,나이트메어,2010-04-30,"공포, 미스터리, 스릴러",US,35000000,115665418,2.3047262285714285,5.532,2834,5.2951,Hit
574060,건파우더 밀크셰이크,2021-07-14,"액션, 범죄, 스릴러","FR, DE, US",30000000,1015760,-0.9661413333333333,6.277,1092,5.1829,Flop
55779,파이널 데스티네이션 5,2011-08-12,"공포, 미스터리",US,40000000,157887643,2.947191075,6.148,3927,5.2423,Hit
532868,데스 오브 어 네이션,2018-08-03,"다큐멘터리, 역사",US,6000000,5885881,-0.019019833333333333,4.094,53,4.8945,Flop
337154,더 메들러,2016-04-05,"코미디, 드라마",US,3200000,4267218,0.333505625,5.962,368,6.3192,Break-even
37964,브라운 슈가,2002-10-05,"로맨스, 코미디",US,8000000,27362712,2.420339,6.6,122,5.942,Hit
11371,스코어,2001-07-13,"액션, 범죄, 스릴러, 미스터리, 드라마","DE, US",68000000,113579918,0.6702929117647058,6.696,1771,5.9715,Break-even
2085,로미오 머스트 다이,2000-03-22,"액션, 범죄, 스릴러",US,25000000,91036760,2.6414704,6.274,1276,5.8451,Hit
